Date,Close,High,Low,Open,Volume
1999-01-22,0.037615176290273666,0.04477944483366039,0.03558474953472928,0.040122485965173114,2714688000
1999-01-25,0.04155587777495384,0.04203276053375638,0.037615163626345184,0.04060027422972253,510480000
1999-01-26,0.03833141550421715,0.04286915143991904,0.0377343911977887,0.04203277010219663,343200000
1999-01-27,0.03821219503879547,0.03940624029647718,0.03630099083165836,0.03845063648470403,244368000
1999-01-28,0.03809204325079918,0.0384506225960049,0.03785360189101771,0.038212181236223434,227520000
1999-01-29,0.03630099073052406,0.03821219493233658,0.03630099073052406,0.03809205690385214,244032000
1999-02-01,0.03701814264059067,0.037256584040505664,0.036300983829469835,0.036300983829469835,154704000
1999-02-02,0.03415226191282272,0.037256596193831065,0.03307743894301143,0.03630099567107261,264096000
1999-02-03,0.03486848995089531,0.0353462917093275,0.033435088092006876,0.03367444847811588,75120000
1999-02-04,0.03677879273891449,0.037734393134314044,0.034868500712957336,0.0353463026188617,181920000
1999-02-05,0.03785361349582672,0.038212192950962405,0.03642112687050448,0.03737581161604622,136848000
1999-02-08,0.036540333181619644,0.03821217967290461,0.036540333181619644,0.038092041692395384,154080000
1999-02-09,0.03510693460702896,0.037495024376384335,0.034629132850401416,0.03725657958855363,86976000
1999-02-10,0.03474926948547363,0.03606253329640363,0.03415224535823178,0.03510693323685244,148224000
1999-02-11,0.03773438185453415,0.03916686812997067,0.03486849028986634,0.03486849028986634,132240000
1999-02-12,0.03988403454422951,0.04012247594435493,0.03821218770167257,0.03821218770167257,109728000
1999-02-16,0.04012247920036316,0.04227212803151164,0.036062541971509134,0.040600281053281444,211008000
1999-02-17,0.0379728265106678,0.039644673319016006,0.03725658331105405,0.03916687151464878,67728000
1999-02-18,0.0385698527097702,0.03964467536334841,0.037495030056192,0.03916687353434267,70704000
1999-02-19,0.03988403454422951,0.04060027775849877,0.03773438588752873,0.03821218770167257,75360000
1999-02-22,0.04012247920036316,0.04107808290619972,0.037972830369214686,0.040600281053281444,205248000
1999-02-23,0.04203277453780174,0.04286915596378523,0.03868999904340699,0.04107808968831152,138096000
1999-02-24,0.045376453548669815,0.05015354880464369,0.044301631030933084,0.04824234514657689,612768000
1999-02-25,0.043943967670202255,0.04872014737373041,0.04322680550362176,0.04728765765178937,149136000
1999-02-26,0.04191353917121887,0.04585425309596189,0.04155587541423116,0.044421766873305284,172608000
1999-03-01,0.04215291514992714,0.04394398495129754,0.04012248827737228,0.042988381029272354,92160000
1999-03-02,0.041794322431087494,0.042272124241163465,0.04107807922291611,0.0420327638291829,55248000
1999-03-03,0.03892843425273895,0.04203276778992606,0.038689992832175245,0.04203276778992606,61392000
1999-03-04,0.03809204325079918,0.04107807262228855,0.037734379502923,0.04083871224876958,57360000
1999-03-05,0.04024169221520424,0.04036091118888013,0.03845062323754325,0.03845062323754325,78768000
1999-03-08,0.04083872213959694,0.042032767255167906,0.038450631908455005,0.03916687517500557,75888000
1999-03-09,0.04215291514992714,0.042749939555853794,0.04071951268329894,0.04071951268329894,143184000
1999-03-10,0.04143574461340904,0.042749927686659764,0.04083872037324165,0.042749927686659764,235344000
1999-03-11,0.03964467719197273,0.04143574658112108,0.03964467719197273,0.04071950331153629,54288000
1999-03-12,0.03892843425273895,0.039884037962937345,0.03821219097707605,0.039884037962937345,90768000
1999-03-15,0.040600281208753586,0.04107808306350153,0.039644677499257694,0.039884037933617215,108816000
1999-03-16,0.039287008345127106,0.041316518893963386,0.03892842895729185,0.04083871710385972,79152000
